device,model,Weight Packing,Memory Usage,batch size,tokens_per_second,run_time_seconds,Avg Prefill Time (s),Max Prefill Time (s),Min Prefill Time (s),Avg Single Deocde Time (s),Min Single Deocde Time (s),Max Single Deocde Time (s),Avg Deocde Time For 999 Tokens (s),Max Deocde Time For 999 Tokens (s),Min Deocde Time For 999 Tokens (s),average_power_watts,max_power_watts,min_power_watts,total_energy_joules,energy_per_iteration_joules,joules_per_token
Tesla V100-SXM2-32GB,ridger/MMfreeLM-2.7B,CompressedType.NAIVE,0.8037362098693848,8,41.28076610725784,193.81463732719422,0.6633735656738281,0.666154146194458,0.6586120128631592,0.1900367478111962,0.17614150047302246,0.2857396602630615,189.84671106338502,190.69447207450867,188.8164255619049,77.51140471305105,299.474,59.799,74943.70000000019,14988.740000000038,1.8735925000000047
Tesla V100-SXM2-32GB,ridger/MMfreeLM-2.7B,CompressedType.NAIVE,0.8037362098693848,4,20.6860041725303,193.40367770195007,0.35500617027282716,0.3587186336517334,0.34923720359802246,0.1892367341496923,0.17584800720214844,0.2911362648010254,189.0474974155426,191.67762160301208,183.24219870567322,127.38193333333334,270.69,79.374,74137.51099999994,14827.502199999988,3.706875549999997
Tesla V100-SXM2-32GB,ridger/MMfreeLM-2.7B,CompressedType.NAIVE,0.8037362098693848,2,10.725389347615256,186.50281038284302,0.20066919326782226,0.2058401107788086,0.19734621047973633,0.18719683753119576,0.17617201805114746,0.2804286479949951,187.00964069366455,187.7365255355835,185.9520115852356,78.60055996621621,272.738,67.936,72356.89900000021,14471.379800000042,7.235689900000021
Tesla V100-SXM2-32GB,ridger/MMfreeLM-2.7B,CompressedType.NAIVE,0.8037362098693848,1,5.337770709498296,187.34445214271545,0.1894524097442627,0.19343900680541992,0.18214726448059082,0.18094139299593173,0.1648552417755127,0.25949525833129883,180.7604516029358,184.15545129776,175.89716958999634,77.30367392821536,192.565,57.72,68700.04000000097,13740.008000000194,13.740008000000195
Tesla V100-SXM2-32GB,microsoft/bitnet-b1.58-2B-4T,CompressedType.FLOAT16,4.525152206420898,32,105.16783392639464,304.2755576610565,17.431910037994385,17.4347722530365,17.429189443588257,0.28607609603736733,0.23535370826721191,0.3371424674987793,285.79001994132994,285.94053649902344,285.7251007556915,175.88847271026094,321.006,150.84,266494.8570000008,53298.971400000155,1.6655928562500049
Tesla V100-SXM2-32GB,microsoft/bitnet-b1.58-2B-4T,CompressedType.FLOAT16,4.525152206420898,16,73.45338068607803,217.82536525726317,8.732460880279541,8.735251426696777,8.730145931243896,0.20825343609333516,0.18330049514770508,0.23399972915649414,208.0451826572418,208.08975267410278,208.0018458366394,158.53987623989013,307.385,89.039,168469.0,33693.8,2.1058625
Tesla V100-SXM2-32GB,microsoft/bitnet-b1.58-2B-4T,CompressedType.FLOAT16,4.525152206420898,8,46.188606434922946,173.20296726226806,4.4006914615631105,4.425837278366089,4.394176244735718,0.16798038301286516,0.15543675422668457,0.18119120597839355,167.8124026298523,168.0734841823578,167.7159345149994,138.11839529167577,294.025,112.44,119154.20500000007,23830.841000000015,2.9788551250000017
Tesla V100-SXM2-32GB,microsoft/bitnet-b1.58-2B-4T,CompressedType.FLOAT16,4.525152206420898,4,26.525392392482523,150.79898748397827,2.2262539863586426,2.226914167404175,2.225630521774292,0.14771020796683218,0.14134430885314941,0.18045711517333984,147.56249775886536,147.82208967208862,147.4368851184845,224.496056,279.234,113.956,94437.92199999839,18887.58439999968,4.7218960999999195
Tesla V100-SXM2-32GB,microsoft/bitnet-b1.58-2B-4T,CompressedType.FLOAT16,4.525152206420898,2,14.274882704996843,140.1071590423584,1.1385746479034424,1.1629064083099365,1.1321704387664795,0.13817099980763844,0.1341853141784668,0.16371798515319824,138.0328288078308,138.05356788635254,137.9716818332672,196.9946388888889,271.965,101.468,81949.44499999844,16389.888999999686,8.194944499999844
Tesla V100-SXM2-32GB,microsoft/bitnet-b1.58-2B-4T,CompressedType.FLOAT16,4.525152206420898,1,7.928810973008724,126.15357851982117,0.6191506862640381,0.627906084060669,0.6142654418945312,0.12813902784276893,0.11358475685119629,0.1874678134918213,128.01088881492615,129.78527116775513,123.63581585884094,67.61027572057647,255.892,60.762,45004.38599999994,9000.877199999988,9.000877199999987
Tesla V100-SXM2-32GB,microsoft/bitnet-b1.58-2B-4T,CompressedType.NAIVE,1.1061458587646484,32,89.60462181786889,357.1244834899902,17.543411684036254,17.551365852355957,17.536176919937134,0.33876155059974833,0.2878377437591553,0.38934969902038574,338.42278904914855,338.5774824619293,338.34366726875305,178.6550527560219,316.864,60.08,315232.5729999989,63046.514599999784,1.9702035812499932
Tesla V100-SXM2-32GB,microsoft/bitnet-b1.58-2B-4T,CompressedType.NAIVE,1.1061458587646484,16,59.09595411762806,270.74698505401614,8.817381429672242,8.821844577789307,8.81371021270752,0.2615047488723312,0.23508310317993164,0.35436105728149414,261.24324412345885,263.83185625076294,260.4629924297333,158.7343783036263,304.581,131.327,216072.60899999924,43214.52179999985,2.7009076124999907
Tesla V100-SXM2-32GB,microsoft/bitnet-b1.58-2B-4T,CompressedType.NAIVE,1.1061458587646484,8,34.484353771536085,232.0188087940216,4.4657097339630125,4.488893747329712,4.457088232040405,0.22270603552236928,0.20771050453186035,0.2765040397644043,222.4833294868469,227.38051915168762,221.19019436836243,146.53701114738897,305.323,108.021,169180.08000000007,33836.01600000002,4.229502000000002
Tesla V100-SXM2-32GB,microsoft/bitnet-b1.58-2B-4T,CompressedType.NAIVE,1.1061458587646484,4,18.047341678700658,221.67553396224974,2.2847569465637205,2.3049933910369873,2.279587984085083,0.22180779016053712,0.19992423057556152,0.2985520362854004,221.5859823703766,223.5866403579712,219.1889669895172,131.01834477656112,283.529,110.63,148157.06400000118,29631.412800000235,7.4078532000000585
Tesla V100-SXM2-32GB,microsoft/bitnet-b1.58-2B-4T,CompressedType.NAIVE,1.1061458587646484,2,8.607603771245119,232.42838740348816,1.185134220123291,1.1867189407348633,1.1842474937438965,0.22740017840334842,0.2129530906677246,0.36632513999938965,227.17277822494506,232.2610170841217,223.33571124076843,121.86281648999952,276.6,82.772,143190.27099999972,28638.054199999944,14.319027099999973
Tesla V100-SXM2-32GB,microsoft/bitnet-b1.58-2B-4T,CompressedType.NAIVE,1.1061458587646484,1,4.504028282747776,222.044904088974,0.6520834922790527,0.660008430480957,0.6485800743103027,0.22165197061227487,0.2137761116027832,0.3115839958190918,221.4303186416626,221.66132760047913,220.915709733963,98.94661539345203,250.579,71.688,109858.35799999908,21971.671599999816,21.971671599999816
